Threshold 10,Threshold 20,Threshold 30,F2 10,F2 20,F2 30,Precision 10,Precision 20,Precision 30,Recall 10,Recall 20,Recall 30,FN 10,FN 20,FN 30,FP 10,FP 20,FP 30,Weighted F2,Mean precision,Mean recall,Total false negatives,Total false positives
0.3,0.28,0.23,0.933179723502304,0.9412832929782083,0.930753564154786,0.7788461538461539,0.7933673469387755,0.7680672268907563,0.9818181818181818,0.9873015873015873,0.9827956989247312,3,4,8,46,81,138,0.9351255624755717,0.7800935758918953,0.9839718226815002,15,265
0.3,0.26,0.24,0.933179723502304,0.9397590361445785,0.9330338913842384,0.7788461538461539,0.78,0.7758913412563667,0.9818181818181818,0.9904761904761905,0.9827956989247312,3,3,8,46,88,132,0.9351243508713732,0.7782458317008403,0.9850300237397013,14,266
0.3,0.3,0.16,0.933179723502304,0.9416767922235723,0.9300924065889916,0.7788461538461539,0.8031088082901554,0.7360890302066773,0.9818181818181818,0.9841269841269841,0.9956989247311828,3,5,2,46,76,166,0.9351113807360221,0.7726813307809955,0.9872146968921163,10,288
0.29,0.29,0.25,0.9310344827586207,0.9424242424242424,0.9341782502044155,0.7714285714285715,0.7974358974358975,0.7798634812286689,0.9818181818181818,0.9873015873015873,0.9827956989247312,3,4,8,48,79,129,0.9350801641474661,0.7829093166977126,0.9839718226815002,15,256
0.3,0.3,0.2,0.933179723502304,0.9416767922235723,0.9299027552674232,0.7788461538461539,0.8031088082901554,0.7549342105263158,0.9818181818181818,0.9841269841269841,0.9870967741935484,3,5,6,46,76,149,0.9350734504717084,0.7789630575542085,0.9843473133795714,14,271
0.3,0.27,0.21,0.933179723502304,0.9401451027811366,0.9321689683184401,0.7788461538461539,0.7893401015228426,0.7624584717607974,0.9818181818181818,0.9873015873015873,0.9870967741935484,3,4,6,46,83,143,0.9350671862491811,0.7768815757099313,0.9854055144377725,13,272
0.28,0.28,0.21,0.9324942791762013,0.9412832929782083,0.9321689683184401,0.7616822429906542,0.7933673469387755,0.7624584717607974,0.9878787878787879,0.9873015873015873,0.9870967741935484,2,4,6,51,81,143,0.9350659211452512,0.7725026872300758,0.9874257164579744,12,275
0.3,0.27,0.19,0.933179723502304,0.9401451027811366,0.9320663162151235,0.7788461538461539,0.7893401015228426,0.7520391517128875,0.9818181818181818,0.9873015873015873,0.9913978494623656,3,4,4,46,83,152,0.9350466558285178,0.7734084690272947,0.9868392061940451,11,281
0.28,0.28,0.19,0.9324942791762013,0.9412832929782083,0.9320663162151235,0.7616822429906542,0.7933673469387755,0.7520391517128875,0.9878787878787879,0.9873015873015873,0.9913978494623656,2,4,4,51,81,152,0.9350453907245879,0.7690295805474391,0.988859408214247,10,284
0.29,0.29,0.28,0.9310344827586207,0.9424242424242424,0.9339080459770115,0.7714285714285715,0.7974358974358975,0.7899305555555556,0.9818181818181818,0.9873015873015873,0.978494623655914,3,4,10,48,79,121,0.9350261233019853,0.7862650081400083,0.9825381309252278,17,248
