Confidence level,RUL region,Samples,Coverage,Average_width,Median_width,Lower_misses,Upper_misses
0.9,Near failure: 0–30,465,1.0,62.115973012105755,59.92999770368854,0,0
0.9,Mid life: 31–125,1425,0.8119298245614035,86.31910418704652,87.05225628671394,245,23
0.9,Early life: >125,1172,0.7764505119453925,87.05225628671394,87.05225628671394,54,208
0.95,Near failure: 0–30,465,1.0,75.58091325925996,72.38539760558317,0,0
0.95,Mid life: 31–125,1425,0.9592982456140351,109.8783578029277,111.96305609050319,54,4
0.95,Early life: >125,1172,0.8592150170648464,111.96305609050319,111.96305609050319,9,156
