Candidate,Safety offset,MAE,RMSE,R2,NASA Score,Near-failure MAE,Late prediction rate,Maximum overprediction,Mean residual
"Polynomial Ridge — Current Cycle | degree=2, alpha=0.01",98.0,80.94101738514202,103.67326370810109,0.12796133601558501,490148894345.0558,15.0,0.04528199566160521,106.07518934675454,-79.30399546105316
"Polynomial Ridge — Current Cycle | degree=2, alpha=0.01",100.0,82.16596609660421,104.96916286658475,0.10602439676936426,571666029933.823,15.0,0.0425704989154013,104.07518934675454,-80.7051285373877
Ridge — Current Cycle | alpha=0.01,0.0,51.61922701706906,66.47925988420886,0.6414295046612899,1622010972.9200993,18.287721247280263,0.5498915401301518,187.63644070954047,0.5484592222927613
Ridge — Current Cycle | alpha=0.01,2.0,51.311620432329235,66.46107345144382,0.6416256628688223,1781923672.288924,17.608617375325384,0.5368763557483731,185.63644070954047,-1.3186317902279188
Ridge — Current Cycle | alpha=0.01,4.0,51.04816868359795,66.4969301893695,0.6412388619810931,1988343493.191482,16.99200233986476,0.5254880694143167,183.63644070954047,-3.1792414011460632
Ridge — Current Cycle | alpha=0.01,6.0,50.82851606539466,66.58645612262404,0.6402721994180881,2245395691.7684255,16.435331417940574,0.5119305856832972,181.63644070954047,-5.034511993165133
Ridge — Current Cycle | alpha=0.01,8.0,50.6575359119263,66.72997820645799,0.6387197958920763,2558545900.8604736,15.96176141707107,0.49837310195227763,179.63644070954047,-6.884599097474047
Ridge — Current Cycle | alpha=0.01,10.0,50.530977635546414,66.92669971235576,0.6365865314118971,2934704396.365213,15.529408970160981,0.4864425162689805,177.63644070954047,-8.728730412578459
Ridge — Current Cycle | alpha=0.01,12.0,50.446929059689644,67.17555886356584,0.633878885263469,3382369291.999189,15.145696997712966,0.47288503253796094,175.63644070954047,-10.565673686372493
Ridge — Current Cycle | alpha=0.01,14.0,50.411300890253,67.47416740121685,0.6306166904334842,3911811058.704472,14.791453142652397,0.460412147505423,173.63644070954047,-12.39373487156581
Ridge — Current Cycle | alpha=0.01,16.0,50.427742741845286,67.82170999808623,0.6268016881269061,4535302279.235881,14.501856017594255,0.4419739696312364,171.63644070954047,-14.214432613559914
