Model,Horizon,Threshold,Samples,Positive rate,Predicted positive rate,Accuracy,Precision,Recall,F1,ROC-AUC,PR-AUC,True negatives,False positives,False negatives,True positives,F2
Calibrated Logistic,10,0.17,3062,0.05388634879163945,0.0790333115610712,0.9748530372305683,0.6818181818181818,1.0,0.8108108108108109,0.9981161284923799,0.9693729949278823,2820,77,0,165,0.9146341463414633
Calibrated Logistic,10,0.18,3062,0.05388634879163945,0.07740039190071848,0.976485956890921,0.6962025316455697,1.0,0.8208955223880597,0.9981161284923799,0.9693729949278823,2825,72,0,165,0.919732441471572
Calibrated Logistic,10,0.19,3062,0.05388634879163945,0.0767472240365774,0.976485956890921,0.6978723404255319,0.9939393939393939,0.82,0.9981161284923799,0.9693729949278823,2826,71,1,164,0.9162011173184358
Calibrated Logistic,10,0.2,3062,0.05388634879163945,0.07609405617243632,0.977139124755062,0.703862660944206,0.9939393939393939,0.8241206030150754,0.9981161284923799,0.9693729949278823,2828,69,1,164,0.9182530795072789
Calibrated Logistic,10,0.21,3062,0.05388634879163945,0.07544088830829523,0.977139124755062,0.7056277056277056,0.9878787878787879,0.8232323232323232,0.9981161284923799,0.9693729949278823,2829,68,2,163,0.914702581369248
Calibrated Logistic,10,0.22,3062,0.05388634879163945,0.07413455258001306,0.9784454604833442,0.7180616740088106,0.9878787878787879,0.8316326530612245,0.9981161284923799,0.9693729949278823,2833,64,2,163,0.9188275084554679
Calibrated Logistic,10,0.23,3062,0.05388634879163945,0.07348138471587198,0.9790986283474853,0.7244444444444444,0.9878787878787879,0.8358974358974359,0.9981161284923799,0.9693729949278823,2835,62,2,163,0.92090395480226
Calibrated Logistic,10,0.24,3062,0.05388634879163945,0.07184846505551927,0.980731548007838,0.740909090909091,0.9878787878787879,0.8467532467532467,0.9981161284923799,0.9693729949278823,2840,57,2,163,0.9261363636363638
Calibrated Logistic,10,0.25,3062,0.05388634879163945,0.07119529719137818,0.9813847158719791,0.7477064220183486,0.9878787878787879,0.8511749347258486,0.9981161284923799,0.9693729949278823,2842,55,2,163,0.928246013667426
Calibrated Logistic,10,0.26,3062,0.05388634879163945,0.07021554539516656,0.9823644676681907,0.7581395348837209,0.9878787878787879,0.8578947368421053,0.9981161284923799,0.9693729949278823,2845,52,2,163,0.9314285714285714
Calibrated Logistic,10,0.27,3062,0.05388634879163945,0.06988896146309602,0.9826910516002613,0.7616822429906542,0.9878787878787879,0.8601583113456465,0.9981161284923799,0.9693729949278823,2846,51,2,163,0.9324942791762013
Calibrated Logistic,10,0.28,3062,0.05388634879163945,0.06988896146309602,0.9826910516002613,0.7616822429906542,0.9878787878787879,0.8601583113456465,0.9981161284923799,0.9693729949278823,2846,51,2,163,0.9324942791762013
Calibrated Logistic,10,0.29,3062,0.05388634879163945,0.06858262573481384,0.9833442194644023,0.7714285714285715,0.9818181818181818,0.864,0.9981161284923799,0.9693729949278823,2849,48,3,162,0.9310344827586207
Calibrated Logistic,10,0.3,3062,0.05388634879163945,0.06792945787067277,0.9839973873285435,0.7788461538461539,0.9818181818181818,0.868632707774799,0.9981161284923799,0.9693729949278823,2851,46,3,162,0.933179723502304
Calibrated Logistic,10,0.31,3062,0.05388634879163945,0.06727629000653168,0.9839973873285435,0.7815533980582524,0.9757575757575757,0.8679245283018868,0.9981161284923799,0.9693729949278823,2852,45,4,161,0.9295612009237875
Calibrated Logistic,10,0.32,3062,0.05388634879163945,0.06727629000653168,0.9839973873285435,0.7815533980582524,0.9757575757575757,0.8679245283018868,0.9981161284923799,0.9693729949278823,2852,45,4,161,0.9295612009237875
Calibrated Logistic,10,0.33,3062,0.05388634879163945,0.06662312214239059,0.9833442194644023,0.7794117647058824,0.9636363636363636,0.8617886178861789,0.9981161284923799,0.9693729949278823,2852,45,6,159,0.920138888888889
Calibrated Logistic,10,0.34,3062,0.05388634879163945,0.06629653821032006,0.983670803396473,0.7832512315270936,0.9636363636363636,0.8641304347826086,0.9981161284923799,0.9693729949278823,2853,44,6,159,0.9212050984936269
