Dataset,Selection split,Feature configuration,Feature count,Threshold 10,Threshold 20,Threshold 30,False-negative cost 10,False-negative cost 20,False-negative cost 30,False-positive cost,Probability monotonicity,Internal test accessed,Internal-test evaluation count,Post-evaluation tuning permitted,Model 10,Calibration 10,Model 20,Calibration 20,Model 30,Calibration 30,Persistence rule,Persistence required alerts,Persistence window,Persistence tuning source,Early-warning evaluation completed
FD003,Validation,Temporal,147,0.09999999999999999,0.08,0.08,15.0,10.0,7.0,1.0,True,True,1,False,Weighted Logistic,Sigmoid,Weighted Logistic,Isotonic,Weighted Logistic,Isotonic,2-of-3,2,3,Fixed FD001 operational protocol; not tuned on FD003 internal test,True
