Threshold 10,Threshold 20,Threshold 30,Total asymmetric cost,Total false positives,Total false negatives,Mean recall,Mean F1
0.060000000000000005,0.060000000000000005,0.04,405.0,377,4,0.9971326164874551,0.834731413464686
0.15,0.05,0.03,405.0,354,5,0.9938090583251874,0.8524747720823981
0.15,0.060000000000000005,0.03,405.0,354,5,0.9938090583251874,0.8524747720823981
0.15,0.06999999999999999,0.03,405.0,354,5,0.9938090583251874,0.8524747720823981
0.15,0.08,0.03,405.0,354,5,0.9938090583251874,0.8524747720823981
0.15,0.09,0.03,405.0,354,5,0.9938090583251874,0.8524747720823981
0.15,0.09999999999999999,0.03,405.0,354,5,0.9938090583251874,0.8524747720823981
0.05,0.05,0.03,407.0,386,3,0.9978494623655915,0.8300683877975609
0.15,0.05,0.05,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.060000000000000005,0.05,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.060000000000000005,0.060000000000000005,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.06999999999999999,0.05,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.06999999999999999,0.060000000000000005,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.08,0.05,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.08,0.060000000000000005,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.09,0.05,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.09,0.060000000000000005,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.09999999999999999,0.05,407.0,349,6,0.9930922124470513,0.853359594961252
0.15,0.09999999999999999,0.060000000000000005,407.0,349,6,0.9930922124470513,0.853359594961252
0.05,0.05,0.05,409.0,381,4,0.9971326164874551,0.8309532106764147
0.15,0.05,0.04,409.0,351,6,0.9930922124470513,0.852864293476019
0.15,0.060000000000000005,0.04,409.0,351,6,0.9930922124470513,0.852864293476019
0.15,0.06999999999999999,0.04,409.0,351,6,0.9930922124470513,0.852864293476019
0.15,0.08,0.04,409.0,351,6,0.9930922124470513,0.852864293476019
0.15,0.09,0.04,409.0,351,6,0.9930922124470513,0.852864293476019
0.15,0.09999999999999999,0.04,409.0,351,6,0.9930922124470513,0.852864293476019
0.09999999999999999,0.04,0.03,411.0,390,3,0.9978494623655915,0.8372205450544828
