Samples,Mean residual,Median residual,Overestimation count,Overestimation rate,Underestimation count,Underestimation rate,Exact count,Overall coverage
3062,8.565763891207423,10.628176089932587,2019,0.6593729588504246,1036,0.33834095362508165,7,0.9271717831482691
