Dataset,Selection split,Healthy reference source,Healthy reference rows,Feature configuration,Feature count,Compared models,Locked anomaly model,Locked threshold quantile,Locked normalized threshold,Validation PR-AUC,Validation ROC-AUC,Validation precision,Validation recall,Validation F1,Validation false positives,Validation false negatives,Validation asymmetric cost,Score normalization,Internal test accessed,Internal-test evaluation count,Post-evaluation tuning permitted,Persistence rule,Persistence tuning source,Internal-test comparison includes all models,Internal-test precision,Internal-test recall,Internal-test F1,Internal-test PR-AUC,Internal-test asymmetric cost
FD003,Validation,First 30 cycles of 70 training engines,2100,16 non-constant sensors,16,Isolation Forest; LOF novelty=True; One-Class SVM; PCA Reconstruction,Isolation Forest,0.99,3.6907450945212577,0.7651170292542027,0.9618775000917463,0.553686934023286,0.9204301075268817,0.691437802907916,345,37,604.0,Healthy-reference median and IQR,True,1,False,2-of-3,Fixed operational protocol; not tuned on FD003 internal test,True,0.5701530612244898,0.9612903225806452,0.7157726180944756,0.7624383233127403,463.0
