Horizon,Selected calibration,Raw Brier score,Calibrated Brier score,Brier score change,Raw log loss,Calibrated log loss,Log-loss change,Raw PR-AUC,Calibrated PR-AUC
10,Sigmoid,0.0065975996383188275,0.004850882372990429,-0.0017467172653283982,0.023519930387586985,0.01672986116962249,-0.006790069217964496,0.9829931509852912,0.9829931509852912
20,Isotonic,0.013516032371844065,0.009200279589003798,-0.004315752782840267,0.043345260537734236,0.029581389756855734,-0.013763870780878502,0.9838782480528738,0.981398655289023
30,Isotonic,0.02080538274398285,0.016352343542125513,-0.004453039201857335,0.0741767693992905,0.06469906040535797,-0.009477708993932521,0.9761154509174366,0.9693816909913923
